PURCHASE_ORDER,PO_ITEM,PO_DATE,COMPANY_CODE,PLANT,PURCHASING_ORG,SUPPLIER,MATERIAL,ORDER_QTY,ORDER_UOM,LOCAL_CURRENCY,UNIT_PRICE_LOCAL,INFO_UNIT_PRICE,INFO_RECORD_VALID_FLAG,PRICE_COMPLIANCE_FLAG,PRICE_LEAKAGE_VALUE,REFERENCE_ITEM_VALUE,PREVIOUS_UNIT_PRICE,HIST_AVG_UNIT_PRICE,HIST_PRICE_DEVIATION_PCT,CROSS_SUPPLIER_6M_AVG_PRICE,CROSS_SUPPLIER_6M_MIN_PRICE,CROSS_SUPPLIER_6M_MAX_PRICE,CROSS_SUPPLIER_6M_SUPPLIER_COUNT,CROSS_SUPPLIER_6M_DEVIATION_PCT,ML_ANOMALY_SCORE,ML_ANOMALY_FLAG,ML_RISK_LEVEL,ML_ANOMALY_REASON,MODEL_NAME,MODEL_VERSION,ANOMALY_THRESHOLD,SCORING_TIMESTAMP
4502002253,00010,2026-09-07,1000,DE02,P100,V00048,MAT00013,25,EA,EUR,136.13,230.8900000000000,1,0,0.00,5772.25,233.91,226.73,-39.96,232.56,193.96,294.38,3,-41.46,5.547098214574541,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002261,00010,2026-09-07,2000,IN01,P200,V00023,MAT00001,50,EA,INR,25370.66,40766.7600000000000,1,0,0.00,2038338.00,41317.99,40052.47,-36.66,43090.33,39600.65,46938.81,3,-41.12,5.335503275324208,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002275,00010,2026-09-07,3000,US01,P300,V00010,MAT00025,75,EA,USD,230.37,359.8500000000000,1,0,0.00,26988.75,364.54,342.57,-32.75,332.33,317.59,346.57,3,-30.68,5.180909266447124,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002255,00040,2026-09-07,1000,DE02,P100,V00018,MAT00028,75,EA,EUR,230.14,338.1400000000000,1,0,0.00,25360.50,345.14,328.61,-29.97,342.99,332.81,360.96,3,-32.9,4.942217014305315,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002322,00010,2026-11-09,1000,DE01,P100,V00019,MAT00007,40,EA,EUR,1247.86,458.8300000000000,1,0,31561.20,18353.20,448.37,427.89,191.63,458.24,433.15,484.47,3,172.32,4.808005230016467,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002349,00040,2026-11-09,2000,IN01,P200,V00039,MAT00052,25,EA,INR,19946.67,29732.9800000000000,1,0,0.00,743324.50,29875.39,27977.11,-28.7,30577.75,27604.16,31526.42,3,-34.77,4.801805365983796,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002260,00010,2026-09-07,1000,DE02,P100,V00044,MAT00055,40,EA,EUR,92.36,137.3200000000000,1,0,0.00,5492.80,134.63,128.29,-28.01,164.56,138.36,232.85,3,-43.87,4.798504425060302,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002340,00020,2026-11-09,1000,DE02,P100,V00040,MAT00056,15,EA,EUR,519.84,514.9600000000000,1,1,0.00,7724.40,523.87,499.78,4.01,467.75,463.40,470.47,3,11.14,4.568592731297499,1,HIGH,Unusual combination of price indicators,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002327,00020,2026-11-09,1000,DE01,P100,V00037,MAT00038,50,EA,EUR,153.01,208.6500000000000,1,0,0.00,10432.50,333.86,219.03,-30.14,202.77,179.54,270.42,3,-24.54,4.556368150357157,1,HIGH,Large deviation from supplier historical price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002311,00040,2026-10-06,3000,US01,P300,V00043,MAT00004,8,EA,USD,594.91,375.6800000000000,1,0,1753.84,3005.44,366.78,352.61,68.72,390.37,383.98,395.00,3,52.4,4.460351985332217,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002397,00010,2026-12-08,3000,US01,P300,V00019,MAT00037,75,EA,USD,220.25,315.6000000000000,1,0,0.00,23670.00,311.91,304.91,-27.77,339.32,324.02,370.36,3,-35.09,4.442427218159966,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002313,00020,2026-10-06,3000,US01,P300,V00039,MAT00014,15,EA,USD,56.80,81.5300000000000,1,0,0.00,1222.95,81.62,78.62,-27.75,95.72,77.29,140.38,3,-40.66,4.369809435633346,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002305,00040,2026-10-06,2000,IN01,P200,V00008,MAT00028,8,EA,INR,29206.29,29651.7200000000000,1,1,0.00,237213.76,17039.47,26873.66,8.68,35533.59,30534.01,46281.67,3,-17.81,4.3168726164721,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002173,00060,2026-07-03,1000,DE02,P100,V00036,MAT00018,25,EA,EUR,118.15,175.2100000000000,1,0,0.00,4380.25,128.56,170.40,-30.66,178.32,167.37,187.11,3,-33.74,4.301731088851107,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002392,00040,2026-12-08,3000,US01,P300,V00013,MAT00010,100,EA,USD,105.16,103.0700000000000,1,1,0.00,10307.00,60.71,96.13,9.39,105.39,96.77,112.86,3,-0.22,4.291764236703449,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002223,00050,2026-08-04,2000,IN01,P200,V00044,MAT00017,100,EA,INR,8543.31,8504.0500000000000,1,1,0.00,850405.00,5018.03,7639.17,11.84,9909.10,8634.08,13137.40,3,-13.78,4.223121206789412,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002378,00050,2026-12-08,1000,DE02,P100,V00013,MAT00047,10,EA,EUR,30.73,43.9600000000000,1,0,0.00,439.60,44.21,41.28,-25.56,43.73,41.97,49.11,3,-29.73,4.218364998430217,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002248,00040,2026-09-07,1000,DE01,P100,V00047,MAT00046,15,EA,EUR,261.61,360.4200000000000,1,0,0.00,5406.30,364.68,338.96,-22.82,375.23,352.90,395.06,3,-30.28,4.172341501722704,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002184,00060,2026-07-03,2000,IN01,P200,V00003,MAT00024,5,EA,INR,20988.49,29729.8900000000000,1,0,0.00,148649.45,29788.28,27590.48,-23.93,29447.71,28338.06,33074.43,3,-28.73,4.120458915269704,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002322,00030,2026-11-09,1000,DE01,P100,V00039,MAT00009,8,EA,EUR,88.40,123.5400000000000,1,0,0.00,988.32,121.22,122.92,-28.08,125.65,114.95,130.23,3,-29.65,4.114622884258363,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002207,00060,2026-08-04,1000,DE01,P100,V00028,MAT00042,40,EA,EUR,380.36,371.1000000000000,1,1,0.00,14844.00,233.16,352.22,7.99,302.97,210.16,336.27,3,25.54,4.099950084156963,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002183,00060,2026-07-03,2000,IN01,P200,V00047,MAT00018,50,EA,INR,14930.78,15216.4900000000000,1,1,0.00,760824.50,8822.61,14109.59,5.82,15820.76,15092.06,16621.31,3,-5.63,4.061698829142691,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002374,00060,2026-12-08,1000,DE02,P100,V00047,MAT00024,20,EA,EUR,329.86,332.3600000000000,1,1,0.00,6647.20,197.51,336.45,-1.96,388.38,339.91,530.06,3,-15.07,4.010169653658813,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002359,00020,2026-11-09,3000,US01,P300,V00010,MAT00050,15,EA,USD,719.85,472.0300000000000,1,0,3717.30,7080.45,739.52,469.79,53.23,427.91,404.55,465.16,3,68.22,3.932773159734387,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002327,00040,2026-11-09,1000,DE01,P100,V00029,MAT00040,25,EA,EUR,193.16,274.4300000000000,1,0,0.00,6860.75,270.04,260.32,-25.8,274.28,248.84,296.51,3,-29.58,3.9129962342995754,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002389,00020,2026-12-08,2000,IN01,P200,V00026,MAT00050,40,EA,INR,38503.65,38150.9500000000000,1,1,0.00,1526038.00,116035.82,41988.55,-8.3,38802.79,37051.26,41474.85,3,-0.77,3.899390349134227,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002300,00050,2026-10-06,1000,DE02,P100,V00015,MAT00059,10,EA,EUR,774.90,514.7300000000000,1,0,2601.70,5147.30,701.61,480.96,61.12,424.96,335.22,459.37,3,82.35,3.8909564721982255,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002348,00010,2026-11-09,2000,IN01,P200,V00005,MAT00043,75,EA,INR,46832.57,46839.0700000000000,1,1,0.00,3512930.25,28127.91,44287.95,5.75,49773.96,43237.75,69463.98,3,-5.91,3.889463707309129,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002321,00040,2026-11-09,1000,DE01,P100,V00017,MAT00004,100,EA,EUR,570.07,346.6000000000000,1,0,22347.00,34660.00,342.72,335.57,69.88,372.45,360.49,390.13,3,53.06,3.811005057135309,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002370,00020,2026-12-08,1000,DE01,P100,V00036,MAT00056,10,EA,EUR,822.67,503.2000000000000,1,0,3194.70,5032.00,510.06,457.85,79.68,565.07,452.85,852.44,3,45.59,3.735888284841908,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002299,00020,2026-10-06,1000,DE02,P100,V00029,MAT00050,40,EA,EUR,418.37,421.6800000000000,1,1,0.00,16867.20,257.93,418.38,0.0,476.31,427.11,582.08,3,-12.16,3.697913419805221,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002229,00060,2026-08-04,2000,IN01,P200,V00038,MAT00054,100,EA,INR,44941.35,45035.7200000000000,1,1,0.00,4503572.00,120951.93,47515.85,-5.42,45588.82,41782.45,55022.34,3,-1.42,3.639841063750109,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002199,00020,2026-07-03,3000,US01,P300,V00010,MAT00050,8,EA,USD,739.52,472.0300000000000,1,0,2139.92,3776.24,472.30,449.04,64.69,429.24,404.55,480.64,3,72.29,3.634502897726796,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002398,00040,2026-12-08,3000,US01,P300,V00025,MAT00046,8,EA,USD,312.85,426.4300000000000,1,0,0.00,3411.44,434.10,400.41,-21.87,421.80,378.30,529.52,3,-25.83,3.6338327594885325,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002272,00060,2026-09-07,3000,US01,P300,V00040,MAT00012,50,EA,USD,489.80,500.1200000000000,1,1,0.00,25006.00,304.86,456.76,7.23,467.24,451.89,485.10,3,4.83,3.5951597179718555,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002343,00030,2026-11-09,2000,IN01,P200,V00017,MAT00015,20,EA,INR,35351.73,34919.5200000000000,1,1,0.00,698390.40,22979.60,33415.52,5.79,49219.35,36067.20,94462.34,3,-28.18,3.5911361945377003,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002303,00030,2026-10-06,2000,IN01,P200,V00038,MAT00015,40,EA,INR,40427.18,40851.9100000000000,1,1,0.00,1634076.40,94462.34,41917.44,-3.56,34289.87,22979.60,38166.90,3,17.9,3.530617007219334,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002216,00060,2026-08-04,1000,DE02,P100,V00035,MAT00036,20,EA,EUR,248.95,247.8800000000000,1,1,0.00,4957.60,618.56,259.48,-4.06,274.19,255.53,289.04,3,-9.21,3.5173368914817047,1,HIGH,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002291,00040,2026-10-06,1000,DE02,P100,V00021,MAT00004,75,EA,EUR,618.31,382.3400000000000,1,0,17697.75,28675.50,373.49,368.74,67.68,380.07,349.79,443.04,3,62.68,3.4807404128352086,1,HIGH,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002307,00060,2026-10-06,2000,IN01,P200,V00016,MAT00042,10,EA,INR,29741.49,29634.4200000000000,1,1,0.00,296344.20,18762.95,26911.43,10.52,30074.90,29047.66,31141.35,3,-1.11,3.4616725319708666,1,MEDIUM,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002218,00040,2026-08-04,1000,DE02,P100,V00003,MAT00046,20,EA,EUR,476.42,348.1900000000000,1,0,2564.60,6963.80,544.80,365.99,30.17,376.63,341.51,437.15,3,26.5,3.4400043715389828,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002197,00030,2026-07-03,3000,US01,P300,V00004,MAT00039,15,EA,USD,600.82,589.2500000000000,1,1,0.00,8838.75,1456.39,619.94,-3.08,581.62,557.36,601.48,3,3.3,3.41308571613863,1,MEDIUM,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002290,00060,2026-10-06,1000,DE01,P100,V00034,MAT00060,8,EA,EUR,416.83,572.3500000000000,1,0,0.00,4578.80,581.84,531.27,-21.54,528.85,487.77,570.74,3,-21.18,3.4020172099886454,1,MEDIUM,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002311,00020,2026-10-06,3000,US01,P300,V00003,MAT00002,10,EA,USD,262.65,161.2600000000000,1,0,1013.90,1612.60,158.34,157.26,67.02,170.91,155.35,183.32,3,53.68,3.3599205619834285,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002288,00020,2026-10-06,1000,DE01,P100,V00034,MAT00044,100,EA,EUR,841.23,518.8700000000000,1,0,32236.00,51887.00,528.73,494.63,70.07,536.40,448.48,729.63,3,56.83,3.350483492722623,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002254,00060,2026-09-07,1000,DE02,P100,V00006,MAT00024,20,EA,EUR,530.06,331.2000000000000,1,0,3977.20,6624.00,332.10,308.75,71.68,411.95,197.51,804.80,3,28.67,3.340637740872223,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002167,00020,2026-07-03,1000,DE01,P100,V00037,MAT00038,50,EA,EUR,333.86,208.6500000000000,1,0,6260.50,10432.50,203.44,210.20,58.83,203.81,184.02,270.42,3,63.81,3.305477443744347,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002183,00010,2026-07-03,2000,IN01,P200,V00025,MAT00013,5,EA,INR,21298.17,21052.8400000000000,1,1,0.00,105264.20,21064.14,19675.83,8.25,20103.59,19979.43,20203.57,3,5.94,3.299185998185216,1,MEDIUM,Unusual combination of price indicators,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002189,00060,2026-07-03,2000,IN01,P200,V00011,MAT00054,8,EA,INR,55022.34,42614.2000000000000,1,0,99265.12,340913.60,41803.25,38535.73,42.78,58747.76,41668.36,120951.93,3,-6.34,3.2071967090236786,1,MEDIUM,Large deviation from supplier historical price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002230,00020,2026-08-04,2000,IN01,P200,V00010,MAT00056,75,EA,INR,47340.06,46732.3600000000000,1,1,0.00,3504927.00,46640.27,47202.09,0.29,41621.00,41255.16,42434.69,3,13.74,3.1478217232200003,1,MEDIUM,Unusual combination of price indicators,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002287,00060,2026-10-06,1000,DE01,P100,V00042,MAT00042,100,EA,EUR,320.61,321.5300000000000,1,1,0.00,32153.00,210.16,296.92,7.98,318.40,233.16,380.36,3,0.69,3.0943098705014003,1,MEDIUM,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002254,00030,2026-09-07,1000,DE02,P100,V00024,MAT00021,20,EA,EUR,709.68,426.6500000000000,1,0,5660.60,8533.00,428.43,398.27,78.19,450.12,407.93,512.16,3,57.66,2.9858255025403047,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002194,00020,2026-07-03,3000,US01,P300,V00002,MAT00020,75,EA,USD,302.40,262.1500000000000,1,0,3018.75,19661.25,257.40,253.76,19.17,256.47,248.84,265.63,3,17.91,2.9789322502945565,1,MEDIUM,PO price outside Info Record tolerance,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002257,00030,2026-09-07,1000,DE02,P100,V00044,MAT00039,15,EA,EUR,561.41,466.8000000000000,1,0,1419.15,7002.00,459.41,426.95,31.49,544.68,480.56,695.45,3,3.07,2.971566516433318,1,MEDIUM,Large deviation from supplier historical price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002341,00040,2026-11-09,2000,IN01,P200,V00039,MAT00004,20,EA,INR,58170.67,34605.7600000000000,1,0,471298.20,692115.20,34070.82,32283.90,80.18,35901.75,31670.71,39443.80,3,62.03,2.9548805057890624,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002181,00060,2026-07-03,2000,IN01,P200,V00011,MAT00006,50,EA,INR,42851.38,30147.5800000000000,1,0,635190.00,1507379.00,44659.68,31847.76,34.55,30730.92,29192.30,32621.03,3,39.44,2.9335282314500644,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002333,00060,2026-11-09,1000,DE02,P100,V00036,MAT00018,25,EA,EUR,176.17,175.2100000000000,1,1,0.00,4380.25,118.15,166.67,5.7,178.87,167.37,187.11,3,-1.51,2.878876209778018,1,MEDIUM,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002259,00050,2026-09-07,1000,DE02,P100,V00024,MAT00053,25,EA,EUR,222.94,144.5900000000000,1,0,1958.75,3614.75,142.69,134.34,65.95,149.67,143.81,158.81,3,48.95,2.8707117258301067,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002225,00020,2026-08-04,2000,IN01,P200,V00002,MAT00026,50,EA,INR,10011.43,10189.7100000000000,1,1,0.00,509485.50,6780.58,9687.88,3.34,11310.40,9580.07,17175.72,3,-11.48,2.860624877375759,1,MEDIUM,Large change from previous purchase price,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002390,00020,2026-12-08,2000,IN01,P200,V00010,MAT00056,8,EA,INR,46805.75,46732.3600000000000,1,1,0.00,373858.88,47340.06,47211.94,-0.86,41818.52,41267.72,42424.78,3,11.93,2.8052937728344105,1,MEDIUM,Unusual combination of price indicators,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
4502002337,00020,2026-11-09,1000,DE02,P100,V00048,MAT00038,10,EA,EUR,339.07,214.4100000000000,1,0,1246.60,2144.10,214.40,209.12,62.14,232.54,187.51,315.39,3,45.81,2.7873019018876484,1,MEDIUM,Large deviation from alternative suppliers,PO_PRICE_KMEANS,V1,1.7329910716518928,2026-09-10 12:33:29
